(1, 1.373540611172716)
(3, 1.3798999066124085)
(0, 1.3988370303204218)
(0, 1.4077727327869527)
(3, 1.4033503357462895)
(2, 1.4083254310649596)
(3, 1.3938628636018209)
(3, 1.3926191944227349)
(4, 1.4088711881576526)
(3, 1.3619377204023868)
(1, 1.397808833942036)
(3, 1.4115142513783359)
(0, 1.4106600375722218)
(2, 1.4122585807654688)
(3, 1.3838776597341593)
(2, 1.3987471077673843)
(4, 1.4012426219522998)
(0, 1.3986669886347014)
(0, 1.3927399309277095)
(0, 1.4026437736760882)
(2, 1.3874495501334523)
(0, 1.4055638707686449)
(0, 1.3928430804785112)
(0, 1.4032349295259414)
(2, 1.3653515310985036)
(3, 1.40790614787095)
(4, 1.3705974589334708)
(1, 1.359955753317034)
(1, 1.3795737932877723)
(2, 1.3948089787804243)
(1, 1.3782994660252803)
(4, 1.3931706717569659)
(3, 1.3983203808303253)
(4, 1.4056421118267548)
(1, 1.4119713344201976)
(0, 1.4059326821681624)
(2, 1.405470177773147)
(0, 1.3959161373379614)
(0, 1.3931566381330593)
(4, 1.4003086306964698)
(2, 1.4107127668213344)
(2, 1.3969367980061)
(2, 1.3846604669017353)
(4, 1.4063082590324167)
(0, 1.4071985654746846)
(2, 1.3908935343036137)
(3, 1.4015573265542938)
(4, 1.4036596173592208)
(2, 1.375166190457377)
(3, 1.395774995054421)
(4, 1.3609419773720826)
(4, 1.409036513569125)
(0, 1.405513134098438)
(0, 1.4073787725872737)
(0, 1.3988383456494522)
(0, 1.391556757712941)
(4, 1.3955859817879488)
(0, 1.4014023541840188)
(1, 1.3979841843972325)
(0, 1.4066530089412554)
(0, 1.3776617917370562)
(2, 1.3926424339697039)
(1, 1.3802870359335861)
(1, 1.4121737443549822)
(0, 1.3983184192074873)
(4, 1.4108164216124868)
(0, 1.3949493504723487)
(2, 1.3989677121214057)
(2, 1.3938467229812204)
(3, 1.385017000475338)
(1, 1.3862542035291354)
(2, 1.401681517230355)
(4, 1.3968240557915481)
(2, 1.3730356619578272)
(3, 1.3922103932993204)
(1, 1.390332477369231)
(0, 1.3917889761283044)
(0, 1.375825417131933)
(2, 1.4078377301670002)
(4, 1.362607667864756)
(0, 1.4095563514963043)
(3, 1.3992939989658082)
(0, 1.397975209490756)
(0, 1.393474980374399)
(1, 1.4058400017288308)
(4, 1.4096252616756462)
(4, 1.394303248050027)
(4, 1.4075633096192788)
(3, 1.3628543325450886)
(2, 1.3983992472533358)
(3, 1.397221915915142)
(2, 1.4052492062347421)
(0, 1.4050092100921343)
(4, 1.4028892646799869)
(1, 1.388615288957818)
(3, 1.3548836596488756)
(2, 1.4000864629492318)
(2, 1.405747925032783)
(3, 1.389767631373012)
(1, 1.3877614603557598)
(4, 1.3983229627305573)
(4, 1.4013078295545305)
(4, 1.3972861372193848)
(0, 1.4055425615953694)
(4, 1.4113053057928935)
(1, 1.3255516469764306)
(1, 1.3868952729839792)
(2, 1.358736187855709)
(4, 1.385865040577773)
(2, 1.398265981024894)
(1, 1.3944596485784873)
(4, 1.395323586717021)
(3, 1.4111634048694177)
(1, 1.3888212009501966)
(4, 1.3967983734017984)
(2, 1.404913876233824)
(1, 1.396688632586548)
(3, 1.4031521503709643)
(2, 1.3979885541801655)
(0, 1.3970244614016518)
(0, 1.4057055678693198)
(4, 1.4113731800694942)
(4, 1.4032782149472185)
(3, 1.3990859761065464)
(2, 1.3785012567489405)
(1, 1.408173340995903)
(4, 1.3808447363187588)
(3, 1.373807288013591)
(1, 1.3997379086889197)
(1, 1.3983767443550752)
(2, 1.3790346094308759)
(1, 1.3796465231226531)
(1, 1.4123133625743522)
(1, 1.3858016738347019)
(4, 1.3704221510214476)
(4, 1.3961438852193113)
(1, 1.3722182233363909)
(0, 1.402895715963183)
(1, 1.3958096609816986)
(2, 1.4004038059128243)
(3, 1.4024854930483297)
(0, 1.3987989144991175)
(4, 1.4052283509836208)
(2, 1.4053435435547468)
(0, 1.3956166321239574)
(3, 1.368724329793102)
(4, 1.3862183502649859)
(3, 1.403901285222641)
(4, 1.3999883591303708)
(2, 1.4082500458227707)
(2, 1.4079962038678249)
(2, 1.3974285659203096)
(1, 1.3783410602954336)
(3, 1.4024981196553528)
(4, 1.3727710277001173)
(3, 1.4003690425980024)
(3, 1.399095392451841)
(0, 1.3909088131292981)
(3, 1.3865825806811374)
(1, 1.4057858063454665)
(3, 1.40567604026719)
(3, 1.4060152395010899)
(1, 1.3879143436639283)
(3, 1.4032404903515814)
(3, 1.3989107684423825)
(4, 1.4023348573629888)
(3, 1.3847616894601245)
(1, 1.389438065443209)
(3, 1.4051050573557684)
(1, 1.4122118178058425)
(1, 1.3936184790309638)
(4, 1.3917875236352608)
(4, 1.3930402828770407)
(2, 1.3635914029202383)
(2, 1.3792931752567161)
(3, 1.4086198111919261)
(4, 1.1752081794501965)
(2, 1.4001698345434146)
(2, 1.4003481971486251)
(0, 1.4088163849514517)
(4, 1.3980862887385799)
(2, 1.411026881980059)
(3, 1.39550910664803)
(3, 1.404714458317416)
(4, 1.400708189873932)
(2, 1.4032338802142106)
(0, 1.4031226437490059)
(2, 1.4082468068472616)
(3, 1.402202671497564)
(3, 1.4108944180992558)
(3, 1.3828982110502903)
(1, 1.3768694886761936)
(1, 1.3855327838019984)
(1, 1.399361050537849)
(4, 1.4052711846059684)
(0, 1.406123349843507)
(3, 1.4009024238998837)
(1, 1.3916230939138325)
(2, 1.3824163127370188)
(0, 1.392469751279286)
(3, 1.389230582955544)
(1, 1.4078482973954278)
(4, 1.3964756574884676)
(4, 1.4061181711522288)
(4, 1.3942960774781223)
(2, 1.3878210645286422)
(3, 1.3986991106646114)
(1, 1.3610685745993345)
(4, 1.4040730658956087)
(0, 1.4058284575360587)
(2, 1.3403530189848043)
(4, 1.3850069752559346)
(4, 1.405666103429096)
(0, 1.3939785030852225)
(0, 1.3414189286327154)
(0, 1.3779698049233913)
(3, 1.4061752340074702)
(1, 1.3895337808973405)
(1, 1.4123300621620705)
(0, 1.400692989560289)
(1, 1.3868819150115157)
(0, 1.389670150583944)
(2, 1.4128206958169622)
(4, 1.3595456340043477)
(3, 1.3626344430247455)
(3, 1.4095938558261811)
(2, 1.4022260144118608)
(2, 1.401917777121392)
(3, 1.3994222514871355)
(1, 1.3879460875510818)
(3, 1.400380772258691)
(1, 1.4083461733620168)
(0, 1.393175211022627)
(0, 1.401109918700947)
(0, 1.3934336523545934)
(0, 1.4119014984403786)
(4, 1.3908410203235169)
(4, 1.3862854570860244)
(1, 1.3546132296099709)
(1, 1.410532265162692)
(2, 1.3991559520336556)
(3, 1.4066293279499102)
(1, 1.3836375081022712)
(1, 1.403563511284268)
(1, 1.3972276900693228)
(4, 1.3996233742837205)
(4, 1.3975727092773582)
(1, 1.3811010206799645)
(2, 1.2764259596057828)
(0, 1.4050796522226086)
(2, 1.3863552316552372)
(1, 1.4050860296662966)
(3, 1.3865575038844293)
(3, 1.305028721786332)
(4, 1.3969304346853169)
(4, 1.3933437257818038)
(1, 1.4064281063938013)
(1, 1.4075615230784413)
(3, 1.3902323396359109)
(1, 1.4084361368439866)
(2, 1.401936520241976)
(1, 1.3684200152525663)
(0, 1.4048823868351477)
(2, 1.3215443539665748)
(4, 1.401235055500576)
(4, 1.3782470614616193)
(4, 1.4010017252516724)
(4, 1.4028417842684544)
(1, 1.412409570067875)
(0, 1.4072732126001315)
(0, 1.4026950412589645)
(1, 1.3987450556171284)
(1, 1.409016841433805)
(1, 1.3771330582798849)
(2, 1.401697043841572)
(3, 1.407771364167955)
(1, 1.3988529451522889)
(2, 1.406001924298472)
(4, 1.1973942003592586)
(2, 1.4053169504401333)
(3, 1.4119803433127427)
(3, 1.4073394492912796)
(3, 1.406674805526115)
(0, 1.3988028315453513)
(3, 1.4039504330945478)
(2, 1.3971629080235517)
(3, 1.3965282718703391)
(0, 1.3827398066889578)
(3, 1.398696445054845)
(0, 1.3076790294912577)
(2, 1.4084393696783)
(3, 1.4115758413774404)
(1, 1.406327833548044)
(4, 1.3992950384896368)
(3, 1.4116828635274674)
(4, 1.3970220555986863)
(1, 1.3854358688769746)
(3, 1.4120145525848435)
(0, 1.406221542806123)
(1, 1.385447206703385)
(3, 1.383524081064155)
(0, 1.393952776638732)
(4, 1.3969270073899627)
(3, 1.4100964027782672)
(2, 1.4009565624353357)
(1, 1.3903842599727545)
(0, 1.3991172992570848)
(4, 1.4061899389096018)
(4, 1.4018450398699178)
(0, 1.4010062951760418)
(2, 1.3916155752779702)
(1, 1.3809418225408612)
(2, 1.40171458215598)
(4, 1.4081290376162736)
(1, 1.403596799039957)
(1, 1.3927700633068263)
(4, 1.4067729812708194)
(0, 1.3970120448667436)
(1, 1.3561025205847346)
(2, 1.3872811646252992)
(0, 1.3561786681176171)
(3, 1.3809931679139054)
(4, 1.3823784096547116)
(4, 1.3925543160477447)
(4, 1.3861384332063453)
(0, 1.4068358930203257)
(0, 1.3998051147293775)
(0, 1.3996811816569377)
(2, 1.3829335324023722)
(2, 1.3857164442007053)
(2, 1.3992466669182573)
(0, 1.392585453990345)
(4, 1.3893417732788607)
(4, 1.401348147213768)
(4, 1.4066824162948914)
(0, 1.32331816358525)
(0, 1.3792636273506256)
(1, 1.3835788309575743)
(0, 1.406163795065762)
(4, 1.4007841481506433)
(1, 1.3961257423181828)
(1, 1.2306182565871764)
(4, 1.3969608262260922)
(3, 1.384833375615307)
(1, 1.4042590748486892)
(1, 1.4115229746748403)
(2, 1.3717287397937938)
(0, 1.4042201318669505)
(2, 1.4008270225536703)
(3, 1.4083907418520727)
(1, 1.4047494096073139)
(2, 1.3753499346841773)
(1, 1.4059855588079586)
(4, 1.3984546562812887)
(3, 1.4094978904435407)
(4, 1.4116883645891256)
(2, 1.401300835830601)
(3, 1.4053962151947799)
(1, 1.3942877039381856)
(4, 1.3897271778561449)
(4, 1.3913433935447392)
(2, 1.371550590190226)
(3, 1.4101618676453753)
(2, 1.400594650141497)
(1, 1.3920234478011675)
(4, 1.406730144059574)
(3, 1.3814256745457938)
(1, 1.4021035754279632)
(4, 1.402153833581171)
(0, 1.382445600663598)
(1, 1.4028312084231962)
(4, 1.393155322576936)
(3, 1.4076154734898745)
(4, 1.4081057621139208)
(3, 1.4125230366302768)
(4, 1.3926918372305366)
(0, 1.4095569618886843)
(0, 1.404737121157997)
(0, 1.405318249379181)
(3, 1.382185964255162)
(2, 1.388334013487291)
(3, 1.3878071164551018)
(1, 1.397052416483169)
(1, 1.403427338456039)
(4, 1.4042402380703407)
(1, 1.3753132436183064)
(2, 1.3969731424318688)
(4, 1.380437171045039)
(3, 1.4108200427363136)
(3, 1.3926465041913179)
(3, 1.4071885905982822)
(0, 1.4090160637416789)
(2, 1.4109950744395268)
(3, 1.3843432069555108)
(1, 1.403879950920085)
(2, 1.3977966748492654)
(3, 1.3807156968902312)
(1, 1.3803441726969379)
(0, 1.4009906104245147)
(1, 1.403605308307926)
(3, 1.4066523753961444)
(3, 1.3709320988397122)
(1, 1.369342637946779)
(1, 1.4111878235824191)
(4, 1.4093297225463257)
(4, 1.3951592271347353)
(2, 1.3971231135982747)
(4, 1.3985662604535967)
(1, 1.4023737204573155)
(2, 1.385416964588901)
(3, 1.412156504567388)
(3, 1.3942904728033847)
(2, 1.3999788301790537)
(3, 1.3978935635837697)
(2, 1.4010534017723524)
(4, 1.4075817830235304)
(2, 1.3943799424807906)
(1, 1.4009486909580515)
(4, 1.3784352413398928)
(4, 1.3980277374121943)
(1, 1.4128544601295114)
(3, 1.4000732088954144)
(3, 1.391772935878058)
(1, 1.3838347039461631)
(0, 1.3955758333558335)
(0, 1.4099680533971073)
(0, 1.4064932139979067)
(1, 1.3593505618101385)
(2, 1.34213896738928)
(2, 1.393832485092718)
(4, 1.3740352291860343)
(3, 1.3994914223578236)
(2, 1.3968592092502952)
(2, 1.4048790075354782)
(3, 1.4077477277616477)
(3, 1.4084066591335835)
(2, 1.377736054291412)
(0, 1.4039052773961602)
(4, 1.404378436913195)
(2, 1.392061949260068)
(3, 1.3971967994598185)
(4, 1.4001935480367111)
(1, 1.3909562890244545)
(0, 1.4061093571414958)
(0, 1.4086269905106672)
(3, 1.410404606351953)
(2, 1.3851693513988947)
(3, 1.4119467620039146)
(3, 1.4131347292443643)
(1, 1.395828701786889)
(2, 1.4041380364449079)
(1, 1.3888161833733148)
(1, 1.388019709902556)
(3, 1.386044665199183)
(0, 1.3998237060488121)
(3, 1.3931957313540082)
(1, 1.3934152214256803)
(3, 1.4070556163661714)
(0, 1.4056279229195539)
(0, 1.301284798518988)
(0, 1.4055379325285817)
(0, 1.4008621404149288)
(3, 1.4095218338869888)
(4, 1.4052904089673082)
(0, 1.3877499032332636)
(2, 1.394487050779672)
(3, 1.4034224598170233)
(0, 1.4123478460607977)
(2, 1.395130257753116)
(1, 1.3923406990882476)
(2, 1.400082916229459)
(3, 1.3931332914047991)
(4, 1.3718863033125124)
(1, 1.3696698243454575)
(0, 1.3893231431206796)
(2, 1.4026727227751719)
(3, 1.4064315122050512)
(0, 1.3961130393296273)
(2, 1.401031962280628)
(1, 1.3705234635974712)
(2, 1.3806939045034214)
(0, 1.4101292201179125)
(2, 1.4010826879796623)
(4, 1.396096829709754)
(2, 1.3498095186009182)
(3, 1.3935574147994658)
(2, 1.4008270668874707)
(2, 1.396497268529254)
(3, 1.3878759275628638)
(2, 1.4076089391839741)
(1, 1.382260120393722)
(0, 1.4119276645923617)
(0, 1.4046703633559843)
(3, 1.3781717644859026)
(3, 1.4030427885586685)
(2, 1.389901801087296)
(0, 1.3782632775089705)
(4, 1.4000016522626537)
(2, 1.399565660368137)
(0, 1.402078435081086)
(3, 1.410673460210937)
(2, 1.4005525959393763)
(1, 1.4057592592776442)
(3, 1.392301195447916)
(1, 1.396229702359018)
(4, 1.3935420622789727)
(3, 1.3418790735923838)
(1, 1.4041637578423498)
(3, 1.3655500764291102)
(3, 1.3989955310725832)
(2, 1.4062137262954693)
(2, 1.399889813220493)
(4, 1.393690512965386)
(1, 1.3989808247022817)
(4, 1.374724869756601)
(4, 1.4035937787258914)
(3, 1.3819982087089162)
(4, 1.3955288862228015)
(2, 1.4107344063460745)
(0, 1.395170954893374)
(2, 1.3905056773559834)
(2, 1.4097525371537305)
(1, 1.408915039452446)
(4, 1.390125609058083)
(0, 1.3964129331559993)
(1, 1.3777959258807457)
(4, 1.4093588063071243)
(1, 1.3906873173377985)
(3, 1.3941001667499568)
(0, 1.3751051789233077)
(0, 1.4021051161157254)
(0, 1.4066031880439749)
(3, 1.3744418499501239)
(4, 1.3900624725661872)
(0, 1.3734780345134954)
(2, 1.4047122365228122)
(4, 1.3969434896041146)
(3, 1.393865878764356)
(3, 1.3973040209642547)
(2, 1.4040943726818267)
(1, 1.3972787067778858)
(1, 1.3009549601225896)
(2, 1.3916736045021771)
(0, 1.3998839336892885)
(4, 1.4065374104814403)
(1, 1.3729159568878178)
(3, 1.4117404139393943)
(2, 1.4045283315456667)
(2, 1.3941456656855868)
(3, 1.3982149620933164)
(2, 1.3912503507220273)
(2, 1.4046096730460393)
(0, 1.408591443782641)
(1, 1.411925588173367)
(2, 1.4099436395480134)
(1, 1.3987221986687817)
(1, 1.4126880356404732)
(4, 1.3322055609775671)
(3, 1.3308918420684686)
(2, 1.4006608506045797)
(4, 1.39524785066309)
(2, 1.4029134438237036)
(4, 1.3793433966905528)
(2, 1.4032267079927432)
(3, 1.3106377663884567)
(2, 1.392569728334994)
(4, 1.3317214521087564)
(0, 1.4077999961504897)
(0, 1.3761153329908948)
(0, 1.396174738868479)
(2, 1.3999537560061013)
(3, 1.382964125308137)
(4, 1.3815974588581879)
(4, 1.395248293861499)
(4, 1.39385742853134)
(1, 1.3775013629166357)
(2, 1.4010326256842225)
(2, 1.403363802724732)
(3, 1.3977308879910877)
(3, 1.402473358974667)
(2, 1.4108509993209495)
(2, 1.4082072591017127)
(4, 1.4025635134843797)
(0, 1.3992765169177488)
(2, 1.3900721750470388)
(2, 1.3780745458766108)
(1, 1.3917514533324997)
(3, 1.3942909121560674)
(2, 1.4131519325354938)
(2, 1.3746235940042775)
(2, 1.4106757330665018)
(3, 1.3173193959842335)
(2, 1.273641929706805)
(3, 1.411526816419896)
(0, 1.379898005828308)
(2, 1.3989609358174961)
(1, 1.391526587276623)
(3, 1.4133627585820023)
(4, 1.4032840029679998)
(3, 1.4001700149928467)
(0, 1.3993967484094492)
(0, 1.398389023843618)
(0, 1.374904930826447)
(1, 1.399094425065444)
(0, 1.4094408580072342)
(4, 1.4034297585741724)
(4, 1.3993325419340283)
(3, 1.3972749923425072)
(1, 1.3924458585865576)
(2, 1.3981947615762722)
(0, 1.3794423029725897)
(1, 1.3868431277289501)
(2, 1.3985261437663639)
(3, 1.3849551458330847)
(3, 1.3985209066114295)
(2, 1.400505369364772)
(3, 1.408228444960064)
(1, 1.3984483258891487)
(2, 1.3938574172455724)
(0, 1.396491355404496)
(3, 1.4127335631431768)
(3, 1.3908766147830434)
(4, 1.4025161190105377)
(2, 1.404132646605408)
(4, 1.392291484560774)
(1, 1.3874771290378778)
(2, 1.4084531056543426)
(4, 1.3830297914041179)
(1, 1.390984744070145)
(2, 1.4009897318930098)
(2, 1.3846803264783702)
(4, 1.4058733592442463)
(1, 1.2589103001682331)
(2, 1.3740263943639188)
(2, 1.3949688183131208)
(0, 1.3990261697396544)
(1, 1.4036922226712683)
(2, 1.4018807809182543)
(0, 1.4033288648823379)
(3, 1.4109145656473778)
(4, 1.4043980902568314)
(3, 1.4086438227791989)
(2, 1.3888876027638544)
(3, 1.3798398847682123)
(2, 1.393587552175928)
(1, 1.1513659066650421)
(4, 1.403179438023637)
(3, 1.39140975008555)
(2, 1.3315441827341936)
(0, 1.3727561339786545)
(3, 1.406638315629039)
(4, 1.3440823974050236)
(1, 1.3997454242033542)
(4, 1.3684457839965138)
(4, 1.4036992295416784)
(0, 1.3986714376214482)
(3, 1.3626316984368896)
(3, 1.4029948265133974)
(2, 1.392054973704766)
(2, 1.3942379246121765)
(2, 1.3955765721497244)
(3, 1.4059898165673632)
(0, 1.4097377266015534)
(4, 1.3988629113246598)
(0, 1.3916287438713044)
(3, 1.3591901101783055)
